user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,source,is_retweet,hashtags
lange marc,"Meise, België",Survival mode in Spanish jungle,28-11-2009 14:26,29,45,94,FALSE,25-07-2020 12:05,@QuimTorraiPla your management of #Covid19 in #Catalonia demonstrates you incompetency to the Catalan citizens and… https://t.co/jPgBnzQvvS,Twitter for Android,FALSE,['wear mask']
Eric Feigl-Ding,Washington DC & Virginia,Epidemiologist & Health Economist. Senior Fellow @FAScientists. 16 yrs public health @Harvard. FAS COVID Taskforce Steering Committee. COVID updates & analyses,10-01-2009 11:01,243297,4945,86278,TRUE,25-07-2020 12:05,"At some point in a pandemic, I will fall for dog memes too. #COVID19 (HT @lunanharry) https://t.co/i8dOZd4xKE",Twitter for iPhone,FALSE,['mask types']
Solidarity Center,Global,Promoting worker rights and just economic development worldwide.,22-08-2013 17:55,6788,2265,1823,FALSE,25-07-2020 12:05,"ICYMI: Youssef Belhaissi, a tv host &amp; union leader in #Morocco, was fired after workers at MED1 TV sought better sa… https://t.co/WISDi2SF2R",Hootsuite Inc.,FALSE,['3M9322']
COLLY WOOD PRODUCTION,Rustenburg Rural Taung Ptown,Manager||CollySweetness{BB} Director||CollyWoodProduction Artist||Writer Producer||Promoter IG:Colizile97,17-10-2016 19:47,41,38,195,FALSE,25-07-2020 12:05,Colly Sweetness - I love my daddy (Official Video) An African story written by Colly Sweetness #Ledimo… https://t.co/0k21A3xv9I,Twitter for Android,FALSE,['Coronavirus updates']
Salford City Council,"Salford, UK",Latest news and alerts monitored office hours Mon to Fri. Get in touch via @SalfordCCHelp Out of hours emergency contact available at: https://t.co/Q6Ib5hwJcp,04-02-2009 12:44,31621,551,4196,TRUE,25-07-2020 12:05,It’s important to keep washing your hands every time you return home to kill any virus you’ve picked up outside.… https://t.co/hFYd4XLByp,Orlo,FALSE,['3M9001']
MDRC,NYC/Bay Area/LA/DC,"MDRC, a nonprofit, nonpartisan organization, develops and evaluates innovative education and social programs that serve the poor. Tweets by @hutch_mdrc.",19-05-2011 14:47,20578,5364,3033,TRUE,25-07-2020 12:05,"Living in #poverty was bad for your health long before #COVID19 | via @AdamTinson @HealthFdn
https://t.co/iao06m6W6E",Twitter Web App,FALSE,['traveling']
Angelo Giovino,England,"Stay Home, Go Out, Ra, Ra, Ra",08-06-2010 18:05,484,1047,5366,FALSE,25-07-2020 12:05,"@rapella Christ, what an pathetic idiot that woman is. 

""Haha, i feel so good!""

Really?

Obviously, something ser… https://t.co/nopoSHGAmy",Twitter Web App,FALSE,['Flights'] 
Webhelp SA,South Africa,Official Twitter account of Webhelp in South Africa - Customer Experience Innovators. Our #CustExp solutions deliver tangible results.,29-07-2013 10:59,610,19,84,FALSE,25-07-2020 12:05,"David Turner, CEO Webhelp, discusses the five clear phases resulting from crisis and how this could inform your CX… https://t.co/deWxeKsDbU",AgoraPulse Manager,FALSE,['Flights'] 
ESA,"Brussels, Belgium",European Society of Anaesthesiology,18-07-2013 12:47,5801,151,308,FALSE,25-07-2020 12:05,"Read this article about training and safety of healthcare professionals during #COVID19, posted in our monthly news… https://t.co/YVOOgPJ54l",Hootsuite Inc.,FALSE,['Coronavirus updates']
WV Federation of Democratic Women,West Virginia,,03-09-2013 12:08,8011,6994,9148,FALSE,25-07-2020 12:05,"Positive cases of #COVID19 have increased. Be safe out there today, Friends! Let’s protect each other. 
#maskupWV… https://t.co/0AJFsQS4el",Hootsuite Inc.,FALSE,['Coronavirus updates']
Outbreak Science,United States,A nonprofit to advance the science of outbreak response.,12-02-2016 17:40,1204,41,14,FALSE,25-07-2020 12:05,New #COVID19 preprint: Cell type-specific immune dysregulation in severely ill COVID-19 patients https://t.co/j4JPUk36nK,preprint-alert,FALSE,['traffic']
Bruno Massami (Бруно Массами),Japão,"Reporter, MMA/Combat Sports Fighting News Editor of @gazetaesportiva@mmaplus

Instagram: massamiworld",05-06-2010 02:32,4069,5001,94992,FALSE,25-07-2020 12:05,"Finally, Brazilian President @jairbolsonaro tested negative to #Covid19

Before this test, he made 3 tests positive… https://t.co/M3BP2PeFxA",Twitter for Android,FALSE,['traffic']
fluffy 🇬🇧🇵🇹🇪🇺,"chelmsford, essex","lifelover; composer with history of violins; eu citizen; husband/dad; vegan-ish; leftie; experimental cook. 
RTs/♥️ are not necessarily endorsements.",02-08-2010 00:53,751,817,52306,FALSE,25-07-2020 12:05,@Tesco @LauraRutherford Why are you getting rid of contract cleaners when they are perhaps the most important they've ever been? #COVID19,Twitter for Android,FALSE,['US']
Diabetes.co.uk,"England, UK","Join the 🌍's #1 diabetes community with 321,296 forum members & 1.8m yrs of cumulative experience. #DiabetesWeek #StrongerTogether #RedefiningDiabetes",12-03-2009 08:44,61669,3766,17695,TRUE,25-07-2020 12:05,"Strokes, brain inflammation, psychosis and dementia-like symptoms could be linked to #COVID19, researchers have sai… https://t.co/w5zpMNig9A",Twitter Web App,FALSE,['U.S. Coronavirus Updates']
Pori,,Me! trying to explore the world,14-07-2020 21:20,3,63,19,FALSE,25-07-2020 12:05,@erigganewmoney I do! It's my Identity... #BBNaijia2020 #Prori #Data #OkonEdem  #COVID19 #alreadyvideo… https://t.co/BmaypVJZvs,Twitter for Android,FALSE,['Vaccine news'] 
Vikram Joshi,,,18-05-2013 09:16,37,30,156,FALSE,25-07-2020 12:04,I have a joke on real #COVID19 numbers but I am not allowed to reveal it.,Twitter for Android,FALSE,['US']
©GODWELL A. Ngozl,"City of London, England",BSc. (Hons) Sci. #Tech; & Soc. Dip. Ind. Studies 🎓 Strategic #Corruptpol #PoliceBrutality #YouthDevelopment Journey begins #FamilyLaw #HumanRights 🇬🇧 #jazz,15-08-2012 19:53,9604,6691,20349,FALSE,25-07-2020 12:04,"Pamela Anderson Takes PPE to the Airport, and Makes It Fashion | Blue gloves going on now -

1st #covid19 flight. .… https://t.co/W6fp2XwcVr",Twitter for iPhone,FALSE,['vaccine injection']
Outbreak Science,United States,A nonprofit to advance the science of outbreak response.,12-02-2016 17:40,1204,41,14,FALSE,25-07-2020 12:04,New #COVID19 preprint: Severe COVID-19 is associated with elevated serum IgA and antiphospholipid IgA-antibodies https://t.co/ZoBVyIV4u4,preprint-alert,FALSE,['vaccine injection']
PromptCare,"3511 Clinton Pl, Lawrence, KS","Urgent Care, Walk-In Health Care, Occupational Health, Worker's Comp",27-04-2016 23:19,50,54,278,FALSE,25-07-2020 12:04,"Some insight into why we don't offer #COVID19 antibody testing, and why the nasal swab tests are taking so long to… https://t.co/3HDW4synWn",Twitter Web App,FALSE,['COVID19']
Laurel L. Russwurm 😷 #Masks4all,Haldemand Tract 🌎 🇨🇦,self publisher/novels/media artist (she/her) #settler #ClimateAction #ProportionalRepresentation #BasicIncome #FreeCulture #equity #pacifist #anti-racist #Green,29-08-2009 16:09,2283,2001,9939,FALSE,25-07-2020 12:04,"A stunning example of why we need real leadership from senior levels of government.

Flattening the curve doesn't m… https://t.co/hPdfuIr0zk",Twitter Web App,FALSE,['other tweets related to China']
Benjamin Sidor,Moira & Rzeszow ,"How you doing? Belfast boy! HBS & 🇫🇷 student at UoR! All things business, languages, education & journalism! ☕️🍾 ✈️ ⏰ Say it like you mean it!",04-02-2017 17:03,790,2264,90239,FALSE,25-07-2020 12:04,"Usually it would be high summer full of hens, stags, inter railers and tourists enjoying themselves! I have never f… https://t.co/BpyQYcEnE3",Twitter for iPhone,FALSE,['vaccine injection']
Dana Miroballi,"Chicago, IL",Writer * Returned Peace Corps Volunteer * Whovian * Speech-Language Pathologist * Mom * she/her * #SCBWI member * #amquerying,13-05-2018 21:44,1685,4628,6678,FALSE,25-07-2020 12:04,Narcissists and psychopaths are more likely to refuse to wear masks. Surprised? There was a woman screaming about h… https://t.co/rGsJNIhmub,Twitter for iPhone,FALSE,['other tweets related to China']
𝓜𝓸𝓱𝓱𝓲𝓽 𝓟𝓾𝓻𝓲𝓮,"Jammu, Jammu And Kashmir",Nomad,11-06-2013 07:48,489,61,561,FALSE,25-07-2020 12:04,@NewsroomPostCom @ChouhanShivraj @CMMadhyaPradesh Nautanki begins. Why do all these parasites (So called worshipper… https://t.co/1Dw3PeVylx,Twitter for Android,FALSE,['other tweets related to China']
Outbreak Science,United States,A nonprofit to advance the science of outbreak response.,12-02-2016 17:40,1204,41,14,FALSE,25-07-2020 12:04,New #COVID19 preprint: Reducing COVID-19 hospitalization risk through behavior change https://t.co/2wyIKFhmZD,preprint-alert,FALSE,['Stay at home']
sarayu,,"I'm Sarayu, Food lover! Dis is one hub for all multi cuisine recipes across world. Complex and authentic food dishes made simple for you. Cook n Enjoy",18-01-2020 14:14,20,60,108,FALSE,25-07-2020 12:04,"https://t.co/LdbmvbV2R7
Delicious rosemilk cake for all cake lovers.try this .pls like,share and subscribe my chann… https://t.co/1vUfGy9Nq7",Twitter for Android,FALSE,['wear mask']
Soulfully Sowing Seeds 🌻,"Earth, USA",Sow Something To Eat 💞,19-10-2007 00:49,1868,2361,106,FALSE,25-07-2020 12:04,Your Body is Their Weapon - We're all Patients Now https://t.co/Mfro1m6kMA  #COVID19 #coronavirus #pandemic #virus… https://t.co/eOrKPpWXsg,Twitter for iPhone,FALSE,['Wuhan']
"Dr. Julia Iafrate, DO, CAQSM, FAAPMR","New York, NY",Sports Medicine Physician. Asst Prof at Columbia University Medical Center. Team Physician US Ski & Snowboard Team. NY Times Super Doctor 2019 & 2020 #immigrant,15-04-2015 16:02,1057,261,858,FALSE,25-07-2020 12:04,"Texas Hospital Says Man, 30, Died After Attending a ‘Covid Party’ - The New York Times #COVID19 #CovidHoax #Science… https://t.co/3GhC5QdbVM",Twitter for iPhone,FALSE,['China Coronavirus Updates']
beingData,,Reliable inductive reasoning,27-01-2015 19:31,6,59,1,FALSE,25-07-2020 12:04,"Germany braces for a second coronavirus wave amid rising infections
""...new...clusters...traced to larger celebrati… https://t.co/yj634Rujt9",Twitter for Android,FALSE,['Wuhan']
Angsuman's Server,Canada,"Me: Software Architect, Entrepreneur
Server: Raspberry Pi
Now focused on COVID19 research in India, follow me for daily analysis. Data source: https://t.co/IxO40dUQL2",24-07-2009 17:56,83,28,133,FALSE,25-07-2020 12:04,"In #Maharashtra, #India, 9615 new #Covid19 confirmed cases were reported in last 24 hours. Info via - MoHFW",Prof. Shanku,FALSE,['China Coronavirus Updates']
Dryver Eight,,You think you're real smart. But you're not smart; you're dumb. Very dumb. But you've met your match in me.,13-11-2010 02:27,403,4999,20582,FALSE,25-07-2020 12:04,"""Utah’s story is mirrored in states across the country, where leaders sidelined public health experts and forged ah… https://t.co/H0bAMhGDFH",Twitter Web App,FALSE,['Mask shortage']
sgrkpandey,,Cute girl.,23-07-2020 13:23,2,71,30,FALSE,25-07-2020 12:04,@Adg62703716 @silverkey741 @LoverDisguised @SrBachchan Why #AmitabhBachchan is not speaking about his fake hair .… https://t.co/NAKJSNxvHm,Twitter Web App,FALSE,['China Coronavirus Updates']
Stephen Roach Knight,"Asheville, NC",Special Assistant to @RevDrBarber / Internal Comms @BRepairers #MoralMovement #PoorPeoplesCampaign • Co-Founder @Trans4m • @ProgEvangelical • Tweets=my views,02-04-2008 02:23,7923,8546,62526,FALSE,25-07-2020 12:04,The Supreme Court made the right decision about houses of worship. Now shut down the casinos and the multiplex movi… https://t.co/UpxcuzTAIq,Twitter Web App,FALSE,['3M8210'] 
UN Development,170 countries & territories,Working to end poverty for good. Transforming our world #By2030. Follow our Administrator @ASteiner & visit https://t.co/qSU0Gpllji for more,11-02-2009 15:25,1539451,1593,17721,TRUE,25-07-2020 12:04,Half the world's #mobilemoney users are in Africa. Tech solutions can help people most affected by #COVID19. Our jo… https://t.co/gM2QOY7yBk,Twitter Media Studio,FALSE,['Mask shortage']
Outbreak Science,United States,A nonprofit to advance the science of outbreak response.,12-02-2016 17:40,1204,41,14,FALSE,25-07-2020 12:04,New #COVID19 preprint: Comparative Evaluation of 19 Reverse Transcription Loop-Mediated Isothermal Amplification As… https://t.co/X5qo8L6JXX,preprint-alert,FALSE,['3M9001']
LOSTMINDED,"Johannesburg, South Africa","17 year old SA Up Coming Rap Artist
proud and happy to share my music 
https://t.co/O6uIR7b7XP 
Facebook page LostMinded 
IG: lostminded_10",15-06-2020 11:52,12,65,121,FALSE,25-07-2020 12:04,"Peace is better then holding a grudge 
Life is too short ❤

#music #love #support #artist #lovewhatyoudo… https://t.co/06JROV2Vvg",Twitter for Android,FALSE,['3M9001']
LatestLY,"Mumbai, India","https://t.co/U4rHOvEUQR focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news. https://t.co/OCtmVDjYfd",07-02-2017 05:41,62622,348,97,TRUE,25-07-2020 12:04,#Rajasthan Governor Kalraj Mishra Appeals All Recovered #COVID19 Patients to Donate Plasma at a Plasma Bank at Sawa… https://t.co/ClOmPzrAt2,Twitter Web App,FALSE,['rules']
Judy Cheesey,,Call it as I see it.,14-05-2017 09:47,250,187,956,FALSE,25-07-2020 12:04,I knew @realDonaldTrump could not keep it up. In more ways than one. #COVID19 #fail #PersonWomanManCameraTv… https://t.co/sF0PJbArvJ,Twitter for iPhone,FALSE,['news']
Tramon Mozingo,"Charlotte, NC",Day Trader | Forex | Stock Market,27-05-2020 18:10,13,1628,0,FALSE,25-07-2020 12:04,"No one, besides medical staff, should be complaining about wearing a mask 😷 #WearADamnMask #COVID19 #coronavirus 🦠 https://t.co/1utQvkZ2wj",Twitter for iPhone,FALSE,['3M9001']
Indoor Muffy Saint-John,"Austin, TX",Pulitzer Prize winning Leader of the Hamburger Helper people. Satanist. Insult Queen. Check out my volunteer work: @KittiesofAustin,05-05-2016 02:26,1587,1220,87392,FALSE,25-07-2020 12:04,This is exactly what I was afraid would happen. We can’t have another Puerto Rico response from the feds. #COVID19… https://t.co/aH4lcm0U7S,Twitter for iPhone,FALSE,['traffic']
Outbreak Science,United States,A nonprofit to advance the science of outbreak response.,12-02-2016 17:40,1204,41,14,FALSE,25-07-2020 12:04,New #COVID19 preprint: COVID-19 Vulnerability of Transgender Women With and Without HIV Infection in the Eastern an… https://t.co/hbItYGWSaT,preprint-alert,FALSE,['traffic']
JanZaxBee🐝💙🌊,"Atlanta, GA USA",#BlueWave2020 🌊 #MedicareForAll ⛑#TeamPelosi #RenewableEnergy ♻️ #ClimateChange 🌬💨#Resistance #GreenEnergy ♨️ #GreenNewDeal #EV 🚙 @ZaxBeez #BLM,08-07-2011 00:20,13675,12520,141765,FALSE,25-07-2020 12:04,(R) Rep. Vern Buchanan dies from the #COVID19 #CoronaVirus https://t.co/9q1s3Obw3D,Twitter for iPhone,FALSE,['USA']
beingData,,Reliable inductive reasoning,27-01-2015 19:31,6,59,1,FALSE,25-07-2020 12:04,"Coronavirus: Fears of second wave in Germany as ‘R’ number jumps to 2.88 in two days
""...outbreaks...traced back to… https://t.co/fozSUTPScN",Twitter for Android,FALSE,['rules']
Doctors of the World,020 7167 5789,"We are a charity that helps people to access healthcare through our UK clinics and helpline, advocacy work and international programmes (as Medecins du Monde)",15-01-2010 13:21,15426,3026,9758,TRUE,25-07-2020 12:04,"Washing your hands is one of the best ways to protect yourself from #COVID19. 

But millions of people in refugee c… https://t.co/6sX0w8Aymj",Meltwater Social,FALSE,['U.S. Coronavirus Updates']
ALVAREZ & ASOCIADOS,,,20-07-2020 00:50,1,0,0,FALSE,25-07-2020 12:04,"Hashtags 

#Seguros
#SeguroDeVida
#Covid19
#EstamosContigo
#QuédateEnCasa 
#BrokerDeSeguros
#CorredorDeSeguros… https://t.co/X4Eq1OKyp8",Twitter for iPhone,FALSE,['Flights'] 
هيئة الصحة بدبي,UAE - DUBAI,الحساب الرسمي لهيئة الصحة بدبي Official Account Of Dubai Health Authority Tel:800342,23-05-2011 13:14,223566,207,1045,TRUE,25-07-2020 12:04,"The latest update of #Coronavirus (#COVID19) in the #UAE

#We_Are_All_Responsible
#YouAreResponsible https://t.co/08kg3JFGs5",Twitter for iPhone,FALSE,['U.S. news']
Shawn Farash ❌🐻,,"Constitutional Conservative. Long Island, NY.

The Media is not your friend.

#unBEARables #StandWithRand #KAG2020 #UnalienableRight",29-04-2009 02:55,964,1569,724,FALSE,25-07-2020 12:04,"This is your daily reminder that China lied, the media complied, and people died.

#COVID19 #ChinaLiedPeopleDied",Twitter for Android,FALSE,['US']
Outbreak Science,United States,A nonprofit to advance the science of outbreak response.,12-02-2016 17:40,1204,41,14,FALSE,25-07-2020 12:04,New #COVID19 preprint: Development of a quantum-dot lateral flow immunoassay strip based portable fluorescence smar… https://t.co/JvuDC1AJX9,preprint-alert,FALSE,['vaccine injection']
Lynsey Palmer,Nottingham,"Love all things fitness and running, NUFC, dog lover, yoga teacher, gin drinker & chocoholic",25-05-2009 11:02,853,2183,2164,FALSE,25-07-2020 12:04,First trip to the shops in 10 days and first since the mandatory mask wearing became law....seen more people wearin… https://t.co/mtpBDgiu6k,Twitter for iPhone,FALSE,['United States']
Isaac Bogoch,University of Toronto,"Infectious Diseases physician and scientist, with thoughts on Infectious Diseases, Tropical Medicine, HIV Prevention, Public Health, and Global Health issues",08-02-2019 02:16,43668,778,20622,TRUE,25-07-2020 12:04,"""I must urge all Canadians, particularly younger adults, to not give in to #COVID19 fatigue. Younger age groups are… https://t.co/ps6vOLo3Zp",Twitter Web App,FALSE,['vaccine injection']
Sharlyn Lauby,"Florida, USA",I'm the author of @HRbartender & @UnretirementPro. And a management/leadership consultant. My personal goal is to find the world’s best cheeseburger.,17-04-2008 15:22,34183,16766,758,TRUE,25-07-2020 12:04,"How #COVID19 Will Change Work in General (and recruiting, specifically) via/ @ProactiveTalent #Recruiting… https://t.co/KWwLaPiuP5",Buffer,FALSE,['Stay at home']
Unnikrishnan R Santhosh,"Chennai, India","Journalist |Channel Research & Strategy |Cover Policy & Politics 
 |Ex - SUN TV & Thuglak",23-10-2010 10:39,327,1280,2114,FALSE,25-07-2020 12:04,"#COVID19 situation of South Indian states at a glance:On July 24
1. Testing Statistics: 
A. #TamilNadu &amp;… https://t.co/MR19bjFJ4c",Twitter for Android,FALSE,['vaccine injection']
Outbreak Science,United States,A nonprofit to advance the science of outbreak response.,12-02-2016 17:40,1204,41,14,FALSE,25-07-2020 12:04,New #COVID19 preprint: Presence of SARS-Coronavirus-2 in sewage https://t.co/fvYbyCcfs9,preprint-alert,FALSE,['vaccine injection']
UN Geneva,"Geneva, Switzerland","Official account of the United Nations Office at Geneva (UNOG)
En français: https://t.co/Ocg3M4d43o
https://t.co/QTFi68voix 
https://t.co/inf8Qc1HUH 
https://t.co/5ezfbQu3jY",08-07-2010 12:55,530104,1661,18840,TRUE,25-07-2020 12:04,"More and more single-use masks, gloves &amp; bottles of sanitizer are ending up on the streets, in the seas &amp; among wil… https://t.co/qbf3tBLmzX",TweetDeck,FALSE,['Stay at home']
Thomas Harrer,Europe,"#ArchitectingTheFuture - #MegaTrends #AI #Innovation #Data #Technology #CyberSecurity #Influencer. Views are my own

#IBM: #CTO HW Sales, #IBMSystems, #EMEA",12-04-2013 16:57,5037,981,2260,FALSE,25-07-2020 12:04,"The 2020 #CallforCode submission deadline for #ClimateChange &amp; #COVID19 solutions is
📌 July 31st.
The top Call for… https://t.co/OZGAyijoJp",TweetDeck,FALSE,['social distancing']
Esh Vishal,theni.,"ஒரு மனித நேயம் உள்ள @VishalKOfficial அண்ணாவின் தீ‌விர ரசிகன்.
#என்றும்_எப்பவும்_விஷால் Fans
#yuvan music addicts..
follow me exclusive update of #vishal anna 💜",24-10-2015 00:16,1144,260,53729,FALSE,25-07-2020 12:03,"Actor @VishalKOfficial and his father @Gkreddy tested positive for #Covid19 15/20 days back..

While #Vishal 's fat… https://t.co/cv05fzv795",Twitter for Android,FALSE,['wash hands']
Steve in London #LetsGetGoing,United Kingdom,Let’s Get Going,09-10-2015 12:54,628,1466,8444,FALSE,25-07-2020 12:03,"@NicolaSturgeon @theSNP has used #COVID19 response to create baseless divisions between #Scotland and UKGovt.

As t… https://t.co/1m2fT2a8Vs",Twitter for iPhone,FALSE,['social distancing']
Outbreak Science,United States,A nonprofit to advance the science of outbreak response.,12-02-2016 17:40,1204,41,14,FALSE,25-07-2020 12:03,Updated #COVID19 preprint: Virus-Receptor Interactions of Glycosylated SARS-CoV-2 Spike and Human ACE2 Receptor https://t.co/CQFvzQxYAI,preprint-alert,FALSE,['wash hands']
Albert M. Berriz,Vero Beach/Ann Arbor/Saugatuck,CEO McKinley - Customer passionate with most marvelous team on the planet #Multifamily #Wine #Rum #CubanImmigrant #Grandad #Yachtsman #Basque 🇺🇸⚓️🇨🇺⚓️🇪🇸,14-05-2009 16:16,18280,20255,46502,FALSE,25-07-2020 12:03,How a tenacious group of Michigan business owners created coronavirus safety solutions https://t.co/nEbPoCCGXr… https://t.co/GH6h0ysVGX,Twitter Web App,FALSE,['social distancing']
pam briggs,"Lee, MA",Math Teacher,23-03-2011 21:56,39,251,788,FALSE,25-07-2020 12:03,@realDonaldTrump @POTUS @realDonaldTrump I’m done with you. Just more lies and propaganda to divert attention away… https://t.co/IJ8gAcTx43,Twitter for iPad,FALSE,['mask types']
Andrea Batchelor,"Glasgow, Scotland","Retired from career in education and children's services, now volunteering. Concerned about climate change especially its effect on developing countries.",29-10-2013 22:23,290,368,4437,FALSE,25-07-2020 12:03,@Alex_Verbeek Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms da… https://t.co/ApfZum178A,Twitter Web App,FALSE,['Wuhan']
Aditi Raja,"Vadodara, Gujarat","Journalist @IndianExpress | Vadodara, Narmada, Chhota Udepur, Central Gujarat | Views personal | Immune to toxic trolls",28-03-2014 12:32,5081,139,395,FALSE,25-07-2020 12:03,"Vadodara #Covid19 tally now at 4102 with 92 cases from 602 samples
East 6
West 15
North 20
South 28
Rural 22
Discha… https://t.co/0znNXXGepU",Twitter for Android,FALSE,['China news']
Barrie 360,"Barrie, Ontario","What Barrie's talking about. From local news to restaurant reviews, we capture the heartbeat of our city. For traffic & weather alerts, follow @Barrie360alerts",03-06-2011 03:17,12998,678,122,FALSE,25-07-2020 12:03,"Temporary ban on barbecues and tents at all City of Barrie waterfront beaches, parks and trails begins today(Saturd… https://t.co/lFbwJg8Dcg",TweetDeck,FALSE,['China news']
Outbreak Science,United States,A nonprofit to advance the science of outbreak response.,12-02-2016 17:40,1204,41,14,FALSE,25-07-2020 12:03,New #COVID19 preprint: Tissue-specific and interferon-inducible expression of non-functional ACE2 through endogenou… https://t.co/hpXHgnCotq,preprint-alert,FALSE,['China Coronavirus Updates']
Jennifer Coleman,"Virginia, USA",Army veteran. Golf fan. History buff.  Scorpio.,27-11-2013 15:43,1180,353,71870,FALSE,25-07-2020 12:03,"@Pensmoc Man, you get better.
At least your sense of humor, is all good. 😊
The #coronavirus #COVID19 is NOT a hoax.… https://t.co/dTYCIvuU1u",Twitter for Android,FALSE,['mask types']
WTFC,"Cambridge, Ontario",Women's Trucking Federation of Canada is a driver based non profit organization. Empowering and Encouraging Women in to the Trucking Industry.,16-06-2016 21:50,1957,1200,39014,FALSE,25-07-2020 12:03,"""Younger age groups are not invincible against COVID-19. In fact, over 60 per cent of cases, reporting to the publi… https://t.co/Bt9rQ90Mqo",Twitter for Android,FALSE,['3M8210'] 
Shubham Misra,"New Delhi, India","PhD Scholar 👨‍🏫 in Neurology @ AIIMS, Lead singer /Guitarist of band PAIGAAM, FC Barcelona forever, Kolkata Knight Riders supporter. Followed by Adnan Sami!!",07-05-2010 07:00,113,396,2346,FALSE,25-07-2020 12:03,"Srsly, Its getting out of hands like #COVID19 😅😅 #ihaveajoke #IHaveAJokeOn https://t.co/prqdxEX299",Twitter for iPhone,FALSE,['rules']
Tamara McLanahan,Ethereally here...,"A Wicked Pen writer, a Nu Romantic, cruising the cosmos with my ephemeral chicanery... #WPRTG #NRRTG",08-10-2014 03:25,1073,2262,12489,FALSE,25-07-2020 12:03,"Tens of thousands of Americans are being infected by #COVID19 daily, millions face imminent eviction and peaceful p… https://t.co/RZML2ZLEoU",Twitter Web App,FALSE,['3M9322']
OTV,"Bhubaneshwar, India","If something on Odisha is not on https://t.co/tklvVwUTgF, it is unlikely to be elsewhere...

Join us on Telegram:  https://t.co/Hu7tZ0QKiH
Follow us on Facebook: https://t.co/EYZelyrCNf",16-12-2011 07:28,533537,279,485,TRUE,25-07-2020 12:03,"IIT Kharagpur's Portable Device Can Test COVID For Rs 400

#COVID19 #CovidTesting #COVID
 https://t.co/lNtA0PgdeE",Twitter Web App,FALSE,['Coronavirus updates']
Wingsfan99,"Holland, MI",Active Retiree. Power lifter (465 lbs Bench Press) with a brain. Love Jamaican Blue Mountain Coffee. tRump LIES AND SUCKS!  I follow back.🌊🌊🌊🌊😻😻😻😻,02-06-2009 18:19,2704,2984,6258,FALSE,25-07-2020 12:03,I DO NOT KNOW HOW STATIONS LIKE WWMT CAN SLEEP AT NIGHT @KirkMasonWWMT  @WWMTAndyD @wwmtnews @EricaWWMT… https://t.co/OiTCkbV4xC,Twitter Web App,FALSE,['traveling']
Outbreak Science,United States,A nonprofit to advance the science of outbreak response.,12-02-2016 17:40,1204,41,14,FALSE,25-07-2020 12:03,Updated #COVID19 preprint: Relevance of SARS-CoV-2 related factors ACE2 and TMPRSS2 expressions in gastrointestinal… https://t.co/pNDXtQxKQ0,preprint-alert,FALSE,['Flights'] 
michelle@fashionedits.com,"New York, NY","Getting Your Collection Market Ready!
We work with Fashion Designers to help get them ready for Selling their Designs!",26-05-2010 03:31,12381,2699,14,FALSE,25-07-2020 12:03,"Fashion During Pandemic

The 1.9 trillion US fashion industry and 500.000+   #COVID19 https://t.co/crynVKjbAb https://t.co/ldhgVua2WG",Blog2Social APP,FALSE,['traffic']
TsheGo,"Rustenburg, South Africa","im a very nice person until 
u decide to piss me off..😂😂",18-01-2014 11:11,714,1448,1724,FALSE,25-07-2020 12:03,"R300 Africa Map Puzzle 
Order here 071 976 5146

📍RUSTENBURG and Hartebeespoort 

#alreadyvideo 
#COVID19 
#DJSBU… https://t.co/MRgIlRI2C1",Twitter for Android,FALSE,['USA']
Citizens' Alliance,Gambia,"The Citizens' Alliance is a political party in The Gambia founded on the ideals of democracy, civil liberties, economic prosperity, social cohesion and justice.",10-11-2019 22:27,672,6,52,FALSE,25-07-2020 12:03,"Face masks/coverings are now mandatory in public spaces in The Gambia as of 24 July.

We urge all citizens to adher… https://t.co/aZv9A6N45P",Twitter for iPhone,FALSE,['3M8210'] 
Outbreak Science,United States,A nonprofit to advance the science of outbreak response.,12-02-2016 17:40,1204,41,14,FALSE,25-07-2020 12:03,"Updated #COVID19 preprint: The Integrin Binding Peptide, ATN-161, as a Novel Therapy for SARS-CoV-2 Infection https://t.co/i9LldXbhji",preprint-alert,FALSE,['rules']
H.,,A Canadian abroad with a not-so-secret stash of Cheezies and maple syrup. Probably running low - please send more.,26-01-2017 09:13,111,2194,8474,FALSE,25-07-2020 12:03,"If you bought a face mask with an air valve during the bushfires, DO NOT use it during #COVID19. You will be allowi… https://t.co/9hQ5Pl08NY",Twitter for iPhone,FALSE,['traffic']
Guido Sardine,Weirdoland 😀,Weirdo,05-07-2009 20:06,33,49,7229,FALSE,25-07-2020 12:03,If you're life seems to be going in circles... It could be a symptom of Covid19... #COVID19,Twitter for Android,FALSE,['US']
Baaghi TV باغی ٹی وی,Pakistan,"A digital web news network of Pakisan prevailing truth, justice and accountability shunning corruption, injustice, crime and terrorism. #BaaghiTV",17-12-2012 13:56,37163,5,1382,TRUE,25-07-2020 12:03,"People and businesspersons living in continued stress
https://t.co/R8nFkaO36c
#Economy #Crisis #Debt #Loan #Grant… https://t.co/SE9oh9tJa0",Twitter Web App,FALSE,['United States']
